// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZBYABS(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 321800.00 ns, 321.8000 us/op
WorkloadJitting  1: 1 op, 412069400.00 ns, 412.0694 ms/op

OverheadWarmup   1: 1 op, 2900.00 ns, 2.9000 us/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 700.00 ns, 700.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 1100.00 ns, 1.1000 us/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 22172600.00 ns, 22.1726 ms/op
WorkloadWarmup   2: 1 op, 21602100.00 ns, 21.6021 ms/op
WorkloadWarmup   3: 1 op, 24556800.00 ns, 24.5568 ms/op
WorkloadWarmup   4: 1 op, 22179700.00 ns, 22.1797 ms/op
WorkloadWarmup   5: 1 op, 22469500.00 ns, 22.4695 ms/op
WorkloadWarmup   6: 1 op, 33808900.00 ns, 33.8089 ms/op
WorkloadWarmup   7: 1 op, 22747200.00 ns, 22.7472 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 24302400.00 ns, 24.3024 ms/op
WorkloadActual   2: 1 op, 37158800.00 ns, 37.1588 ms/op
WorkloadActual   3: 1 op, 27077200.00 ns, 27.0772 ms/op
WorkloadActual   4: 1 op, 21773200.00 ns, 21.7732 ms/op
WorkloadActual   5: 1 op, 21686300.00 ns, 21.6863 ms/op
WorkloadActual   6: 1 op, 22079900.00 ns, 22.0799 ms/op
WorkloadActual   7: 1 op, 21807400.00 ns, 21.8074 ms/op
WorkloadActual   8: 1 op, 21420600.00 ns, 21.4206 ms/op
WorkloadActual   9: 1 op, 21825900.00 ns, 21.8259 ms/op
WorkloadActual  10: 1 op, 21680500.00 ns, 21.6805 ms/op
WorkloadActual  11: 1 op, 21964600.00 ns, 21.9646 ms/op
WorkloadActual  12: 1 op, 21964400.00 ns, 21.9644 ms/op
WorkloadActual  13: 1 op, 22092000.00 ns, 22.0920 ms/op
WorkloadActual  14: 1 op, 22000700.00 ns, 22.0007 ms/op
WorkloadActual  15: 1 op, 21904800.00 ns, 21.9048 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 21773050.00 ns, 21.7731 ms/op
WorkloadResult   2: 1 op, 21686150.00 ns, 21.6862 ms/op
WorkloadResult   3: 1 op, 22079750.00 ns, 22.0798 ms/op
WorkloadResult   4: 1 op, 21807250.00 ns, 21.8073 ms/op
WorkloadResult   5: 1 op, 21420450.00 ns, 21.4205 ms/op
WorkloadResult   6: 1 op, 21825750.00 ns, 21.8258 ms/op
WorkloadResult   7: 1 op, 21680350.00 ns, 21.6804 ms/op
WorkloadResult   8: 1 op, 21964450.00 ns, 21.9645 ms/op
WorkloadResult   9: 1 op, 21964250.00 ns, 21.9643 ms/op
WorkloadResult  10: 1 op, 22091850.00 ns, 22.0919 ms/op
WorkloadResult  11: 1 op, 22000550.00 ns, 22.0006 ms/op
WorkloadResult  12: 1 op, 21904650.00 ns, 21.9047 ms/op

// AfterAll
// Benchmark Process 9956 has exited with code 0

Mean = 21.850 ms, StdErr = 0.056 ms (0.26%), N = 12, StdDev = 0.193 ms
Min = 21.420 ms, Q1 = 21.751 ms, Median = 21.865 ms, Q3 = 21.973 ms, Max = 22.092 ms
IQR = 0.222 ms, LowerFence = 21.418 ms, UpperFence = 22.307 ms
ConfidenceInterval = [21.602 ms; 22.098 ms] (CI 99.9%), Margin = 0.248 ms (1.13% of Mean)
Skewness = -0.65, Kurtosis = 2.54, MValue = 2

// **************************
// Benchmark: JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.JsonObjectMapperBenchMark.As(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 10 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-PSGEBP(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 454800.00 ns, 454.8000 us/op
WorkloadJitting  1: 1 op, 380027600.00 ns, 380.0276 ms/op

OverheadWarmup   1: 1 op, 6600.00 ns, 6.6000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   7: 1 op, 300.00 ns, 300.0000 ns/op

OverheadActual   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 777600.00 ns, 777.6000 us/op
WorkloadWarmup   2: 1 op, 704000.00 ns, 704.0000 us/op
WorkloadWarmup   3: 1 op, 796900.00 ns, 796.9000 us/op
WorkloadWarmup   4: 1 op, 816600.00 ns, 816.6000 us/op
WorkloadWarmup   5: 1 op, 1001400.00 ns, 1.0014 ms/op
WorkloadWarmup   6: 1 op, 808400.00 ns, 808.4000 us/op
WorkloadWarmup   7: 1 op, 891400.00 ns, 891.4000 us/op
WorkloadWarmup   8: 1 op, 807800.00 ns, 807.8000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 843600.00 ns, 843.6000 us/op
WorkloadActual   2: 1 op, 801700.00 ns, 801.7000 us/op
WorkloadActual   3: 1 op, 1002600.00 ns, 1.0026 ms/op
WorkloadActual   4: 1 op, 841300.00 ns, 841.3000 us/op
WorkloadActual   5: 1 op, 808400.00 ns, 808.4000 us/op
WorkloadActual   6: 1 op, 815100.00 ns, 815.1000 us/op
WorkloadActual   7: 1 op, 738500.00 ns, 738.5000 us/op
WorkloadActual   8: 1 op, 732300.00 ns, 732.3000 us/op
WorkloadActual   9: 1 op, 732600.00 ns, 732.6000 us/op
WorkloadActual  10: 1 op, 710300.00 ns, 710.3000 us/op
WorkloadActual  11: 1 op, 824700.00 ns, 824.7000 us/op
WorkloadActual  12: 1 op, 818400.00 ns, 818.4000 us/op
WorkloadActual  13: 1 op, 788200.00 ns, 788.2000 us/op
WorkloadActual  14: 1 op, 970000.00 ns, 970.0000 us/op
WorkloadActual  15: 1 op, 826900.00 ns, 826.9000 us/op
WorkloadActual  16: 1 op, 817700.00 ns, 817.7000 us/op
WorkloadActual  17: 1 op, 827200.00 ns, 827.2000 us/op
WorkloadActual  18: 1 op, 1301400.00 ns, 1.3014 ms/op
WorkloadActual  19: 1 op, 804400.00 ns, 804.4000 us/op
WorkloadActual  20: 1 op, 845700.00 ns, 845.7000 us/op
WorkloadActual  21: 1 op, 896300.00 ns, 896.3000 us/op
WorkloadActual  22: 1 op, 823800.00 ns, 823.8000 us/op
WorkloadActual  23: 1 op, 858100.00 ns, 858.1000 us/op
WorkloadActual  24: 1 op, 828600.00 ns, 828.6000 us/op
WorkloadActual  25: 1 op, 816100.00 ns, 816.1000 us/op
WorkloadActual  26: 1 op, 825300.00 ns, 825.3000 us/op
WorkloadActual  27: 1 op, 834000.00 ns, 834.0000 us/op
WorkloadActual  28: 1 op, 823600.00 ns, 823.6000 us/op
WorkloadActual  29: 1 op, 890500.00 ns, 890.5000 us/op
WorkloadActual  30: 1 op, 1180000.00 ns, 1.1800 ms/op
WorkloadActual  31: 1 op, 854100.00 ns, 854.1000 us/op
WorkloadActual  32: 1 op, 817600.00 ns, 817.6000 us/op
WorkloadActual  33: 1 op, 828800.00 ns, 828.8000 us/op
WorkloadActual  34: 1 op, 825200.00 ns, 825.2000 us/op
WorkloadActual  35: 1 op, 806200.00 ns, 806.2000 us/op
WorkloadActual  36: 1 op, 813800.00 ns, 813.8000 us/op
WorkloadActual  37: 1 op, 815500.00 ns, 815.5000 us/op
WorkloadActual  38: 1 op, 855400.00 ns, 855.4000 us/op
WorkloadActual  39: 1 op, 827300.00 ns, 827.3000 us/op
WorkloadActual  40: 1 op, 810200.00 ns, 810.2000 us/op
WorkloadActual  41: 1 op, 787700.00 ns, 787.7000 us/op
WorkloadActual  42: 1 op, 822600.00 ns, 822.6000 us/op
WorkloadActual  43: 1 op, 835400.00 ns, 835.4000 us/op
WorkloadActual  44: 1 op, 829200.00 ns, 829.2000 us/op
WorkloadActual  45: 1 op, 823900.00 ns, 823.9000 us/op
WorkloadActual  46: 1 op, 809100.00 ns, 809.1000 us/op
WorkloadActual  47: 1 op, 809800.00 ns, 809.8000 us/op
WorkloadActual  48: 1 op, 834500.00 ns, 834.5000 us/op
WorkloadActual  49: 1 op, 839400.00 ns, 839.4000 us/op
WorkloadActual  50: 1 op, 824400.00 ns, 824.4000 us/op
WorkloadActual  51: 1 op, 837700.00 ns, 837.7000 us/op
WorkloadActual  52: 1 op, 828800.00 ns, 828.8000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 843400.00 ns, 843.4000 us/op
WorkloadResult   2: 1 op, 801500.00 ns, 801.5000 us/op
WorkloadResult   3: 1 op, 841100.00 ns, 841.1000 us/op
WorkloadResult   4: 1 op, 808200.00 ns, 808.2000 us/op
WorkloadResult   5: 1 op, 814900.00 ns, 814.9000 us/op
WorkloadResult   6: 1 op, 738300.00 ns, 738.3000 us/op
WorkloadResult   7: 1 op, 732100.00 ns, 732.1000 us/op
WorkloadResult   8: 1 op, 732400.00 ns, 732.4000 us/op
WorkloadResult   9: 1 op, 710100.00 ns, 710.1000 us/op
WorkloadResult  10: 1 op, 824500.00 ns, 824.5000 us/op
WorkloadResult  11: 1 op, 818200.00 ns, 818.2000 us/op
WorkloadResult  12: 1 op, 788000.00 ns, 788.0000 us/op
WorkloadResult  13: 1 op, 826700.00 ns, 826.7000 us/op
WorkloadResult  14: 1 op, 817500.00 ns, 817.5000 us/op
WorkloadResult  15: 1 op, 827000.00 ns, 827.0000 us/op
WorkloadResult  16: 1 op, 804200.00 ns, 804.2000 us/op
WorkloadResult  17: 1 op, 845500.00 ns, 845.5000 us/op
WorkloadResult  18: 1 op, 823600.00 ns, 823.6000 us/op
WorkloadResult  19: 1 op, 857900.00 ns, 857.9000 us/op
WorkloadResult  20: 1 op, 828400.00 ns, 828.4000 us/op
WorkloadResult  21: 1 op, 815900.00 ns, 815.9000 us/op
WorkloadResult  22: 1 op, 825100.00 ns, 825.1000 us/op
WorkloadResult  23: 1 op, 833800.00 ns, 833.8000 us/op
WorkloadResult  24: 1 op, 823400.00 ns, 823.4000 us/op
WorkloadResult  25: 1 op, 853900.00 ns, 853.9000 us/op
WorkloadResult  26: 1 op, 817400.00 ns, 817.4000 us/op
WorkloadResult  27: 1 op, 828600.00 ns, 828.6000 us/op
WorkloadResult  28: 1 op, 825000.00 ns, 825.0000 us/op
WorkloadResult  29: 1 op, 806000.00 ns, 806.0000 us/op
WorkloadResult  30: 1 op, 813600.00 ns, 813.6000 us/op
WorkloadResult  31: 1 op, 815300.00 ns, 815.3000 us/op
WorkloadResult  32: 1 op, 855200.00 ns, 855.2000 us/op
WorkloadResult  33: 1 op, 827100.00 ns, 827.1000 us/op
WorkloadResult  34: 1 op, 810000.00 ns, 810.0000 us/op
WorkloadResult  35: 1 op, 787500.00 ns, 787.5000 us/op
WorkloadResult  36: 1 op, 822400.00 ns, 822.4000 us/op
WorkloadResult  37: 1 op, 835200.00 ns, 835.2000 us/op
WorkloadResult  38: 1 op, 829000.00 ns, 829.0000 us/op
WorkloadResult  39: 1 op, 823700.00 ns, 823.7000 us/op
WorkloadResult  40: 1 op, 808900.00 ns, 808.9000 us/op
WorkloadResult  41: 1 op, 809600.00 ns, 809.6000 us/op
WorkloadResult  42: 1 op, 834300.00 ns, 834.3000 us/op
WorkloadResult  43: 1 op, 839200.00 ns, 839.2000 us/op
WorkloadResult  44: 1 op, 824200.00 ns, 824.2000 us/op
WorkloadResult  45: 1 op, 837500.00 ns, 837.5000 us/op
WorkloadResult  46: 1 op, 828600.00 ns, 828.6000 us/op

// AfterAll
// Benchmark Process 10716 has exited with code 0

Mean = 815.520 μs, StdErr = 4.612 μs (0.57%), N = 46, StdDev = 31.282 μs
Min = 710.100 μs, Q1 = 809.700 μs, Median = 823.650 μs, Q3 = 828.900 μs, Max = 857.900 μs
IQR = 19.200 μs, LowerFence = 780.900 μs, UpperFence = 857.700 μs
ConfidenceInterval = [799.283 μs; 831.756 μs] (CI 99.9%), Margin = 16.236 μs (1.99% of Mean)
Skewness = -1.78, Kurtosis = 6.07, MValue = 2

// **************************
// Benchmark: JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.JsonObjectMapperBenchMark.AsArray(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 11 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-NXFQMR(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 341600.00 ns, 341.6000 us/op
WorkloadJitting  1: 1 op, 2566962200.00 ns, 2.5670 s/op

OverheadWarmup   1: 1 op, 8200.00 ns, 8.2000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   6: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   8: 1 op, 300.00 ns, 300.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   7: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  13: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  17: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  18: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  19: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  20: 1 op, 300.00 ns, 300.0000 ns/op

WorkloadWarmup   1: 1 op, 2141285900.00 ns, 2.1413 s/op
WorkloadWarmup   2: 1 op, 2128305700.00 ns, 2.1283 s/op
WorkloadWarmup   3: 1 op, 2127101400.00 ns, 2.1271 s/op
WorkloadWarmup   4: 1 op, 2136528300.00 ns, 2.1365 s/op
WorkloadWarmup   5: 1 op, 2136645300.00 ns, 2.1366 s/op
WorkloadWarmup   6: 1 op, 2157541100.00 ns, 2.1575 s/op
WorkloadWarmup   7: 1 op, 2180113900.00 ns, 2.1801 s/op
WorkloadWarmup   8: 1 op, 2176434700.00 ns, 2.1764 s/op
WorkloadWarmup   9: 1 op, 2113670900.00 ns, 2.1137 s/op
WorkloadWarmup  10: 1 op, 2101559900.00 ns, 2.1016 s/op
WorkloadWarmup  11: 1 op, 2104642500.00 ns, 2.1046 s/op
WorkloadWarmup  12: 1 op, 2096774000.00 ns, 2.0968 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 2102194000.00 ns, 2.1022 s/op
WorkloadActual   2: 1 op, 2102660600.00 ns, 2.1027 s/op
WorkloadActual   3: 1 op, 2114331600.00 ns, 2.1143 s/op
WorkloadActual   4: 1 op, 2103378900.00 ns, 2.1034 s/op
WorkloadActual   5: 1 op, 2111072500.00 ns, 2.1111 s/op
WorkloadActual   6: 1 op, 2123958800.00 ns, 2.1240 s/op
WorkloadActual   7: 1 op, 2189026600.00 ns, 2.1890 s/op
WorkloadActual   8: 1 op, 2106582400.00 ns, 2.1066 s/op
WorkloadActual   9: 1 op, 2105330100.00 ns, 2.1053 s/op
WorkloadActual  10: 1 op, 2105160900.00 ns, 2.1052 s/op
WorkloadActual  11: 1 op, 2110592400.00 ns, 2.1106 s/op
WorkloadActual  12: 1 op, 2106085200.00 ns, 2.1061 s/op
WorkloadActual  13: 1 op, 4417956600.00 ns, 4.4180 s/op
WorkloadActual  14: 1 op, 2109743000.00 ns, 2.1097 s/op
WorkloadActual  15: 1 op, 2106385900.00 ns, 2.1064 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 2102193700.00 ns, 2.1022 s/op
WorkloadResult   2: 1 op, 2102660300.00 ns, 2.1027 s/op
WorkloadResult   3: 1 op, 2114331300.00 ns, 2.1143 s/op
WorkloadResult   4: 1 op, 2103378600.00 ns, 2.1034 s/op
WorkloadResult   5: 1 op, 2111072200.00 ns, 2.1111 s/op
WorkloadResult   6: 1 op, 2106582100.00 ns, 2.1066 s/op
WorkloadResult   7: 1 op, 2105329800.00 ns, 2.1053 s/op
WorkloadResult   8: 1 op, 2105160600.00 ns, 2.1052 s/op
WorkloadResult   9: 1 op, 2110592100.00 ns, 2.1106 s/op
WorkloadResult  10: 1 op, 2106084900.00 ns, 2.1061 s/op
WorkloadResult  11: 1 op, 2109742700.00 ns, 2.1097 s/op
WorkloadResult  12: 1 op, 2106385600.00 ns, 2.1064 s/op

// AfterAll
// Benchmark Process 12056 has exited with code 0

Mean = 2.107 s, StdErr = 0.001 s (0.05%), N = 12, StdDev = 0.004 s
Min = 2.102 s, Q1 = 2.105 s, Median = 2.106 s, Q3 = 2.110 s, Max = 2.114 s
IQR = 0.005 s, LowerFence = 2.097 s, UpperFence = 2.118 s
ConfidenceInterval = [2.102 s; 2.112 s] (CI 99.9%), Margin = 0.005 s (0.23% of Mean)
Skewness = 0.47, Kurtosis = 1.94, MValue = 2

// ** Remained 12 benchmark(s) to run **
Run time: 00:01:19 (79.17 sec), executed benchmarks: 6

// Found 6 benchmarks:
//   OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.OptimizedReflectionObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 12 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-JCTHCL(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 458000.00 ns, 458.0000 us/op
WorkloadJitting  1: 1 op, 153749900.00 ns, 153.7499 ms/op

OverheadWarmup   1: 1 op, 3900.00 ns, 3.9000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
